,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,enrollment_date,G1_exam_date,G2_exam_date,G3_exam_date
251,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6.0,7,10.0,10,2008-09-03,2008-12-06,2009-03-05,2009-06-02
252,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4.0,6,9.0,8,2008-09-13,2008-12-08,2009-03-05,2009-06-10
253,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0.0,8,9.0,8,2008-09-04,2008-11-25,2009-02-28,2009-06-04
254,GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0.0,8,12.0,12,2008-09-04,2008-11-29,2009-02-26,2009-06-04
255,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2.0,7,9.0,8,2008-09-04,2008-12-05,2009-02-23,2009-05-31
256,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6.0,14,12.0,13,2008-09-09,2008-12-01,2009-02-27,2009-06-01
257,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12.0,11,11.0,11,2008-09-08,2008-12-11,2009-03-02,2009-06-04
258,GP,M,18,U,GT3,T,2,1,,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8.0,15,14.0,14,2008-09-14,2008-12-11,2009-03-04,2009-06-05
259,GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0.0,10,9.0,0,2008-09-06,2008-12-04,2009-02-24,2009-05-29
260,GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21.0,17,18.0,18,2008-09-04,2008-11-27,2009-02-26,2009-05-31
261,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2.0,8,8.0,8,2008-09-01,2008-12-03,2009-02-21,2009-05-27
262,GP,M,18,R,GT3,T,3,2,,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1.0,13,12.0,12,2008-09-01,2008-11-20,2009-02-26,2009-05-27
263,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4.0,10,9.0,9,2008-09-06,2008-11-29,2009-02-23,2009-05-29
264,GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0.0,9,10.0,0,2008-09-13,2008-12-08,2009-03-06,2009-06-06
265,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13.0,17,17.0,17,2008-09-08,2008-12-04,2009-03-03,2009-05-26
266,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2.0,9,,10,2008-09-13,2008-12-09,2009-03-16,2009-06-09
267,GP,F,18,R,GT3,T,4,4,,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,,12,10.0,11,2008-09-02,2008-11-23,2009-02-28,2009-05-28
268,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10.0,10,9.0,10,2008-09-02,2008-11-24,2009-03-04,2009-06-03
269,GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0.0,6,0.0,0,2008-09-12,2008-12-02,2009-03-06,2009-06-06
270,GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15.0,9,9.0,9,2008-09-02,2008-11-29,2009-02-25,2009-05-27
271,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4.0,15,14.0,14,2008-09-01,2008-11-25,2009-02-24,2009-05-20
272,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2.0,11,11.0,11,2008-09-06,2008-12-03,2009-03-08,2009-05-26
273,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2.0,15,14.0,14,2008-09-13,2008-12-10,2009-03-16,2009-06-05
274,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2.0,10,10.0,10,2008-09-10,2008-12-09,2009-03-13,2009-06-02
275,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6.0,12,12.0,12,2008-09-02,2008-11-29,2009-03-02,2009-05-25
276,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75.0,10,9.0,9,2008-09-12,2008-12-10,2009-03-08,2009-06-04
277,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22.0,9,9.0,9,2008-09-12,2008-12-09,2009-03-09,2009-06-10
278,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15.0,9,8.0,8,2008-09-12,2008-12-10,2009-03-15,2009-05-31
279,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,,10,11.0,10,2008-09-13,2008-12-11,2009-03-06,2009-06-04
280,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30.0,8,8.0,8,2008-09-04,2008-11-27,2009-02-26,2009-05-24
281,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19.0,11,9.0,10,2008-09-14,2008-12-06,2009-03-16,2009-06-05
282,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1.0,12,12.0,12,2008-09-05,2008-12-05,2009-02-27,2009-06-02
283,GP,F,18,U,GT3,T,1,1,,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4.0,8,9.0,10,2008-09-12,2008-12-06,2009-03-04,2009-05-30
284,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4.0,10,9.0,11,2008-09-09,2008-12-06,2009-03-06,2009-06-01
285,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,,12,10.0,11,2008-09-11,2008-12-02,2009-03-04,2009-05-29
286,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5.0,18,18.0,19,2008-09-09,2008-12-04,2009-03-11,2009-06-10
287,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6.0,13,12.0,12,2008-09-09,2008-12-05,2009-03-11,2009-06-06
288,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6.0,15,14.0,14,2008-09-09,2008-12-07,2009-03-02,2009-05-30
289,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,,yes,yes,yes,yes,no,5,4,3,1,1,2,9.0,15,13.0,15,2008-09-11,2008-12-07,2009-03-07,2009-05-31
290,GP,M,18,U,GT3,T,4,2,,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11.0,12,11.0,11,2008-09-11,2008-12-05,2009-03-14,2009-05-30
291,GP,F,17,U,GT3,T,4,3,,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,,15,15.0,15,2008-09-02,2008-12-05,2009-03-02,2009-05-27
292,GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12.0,12,12.0,13,2008-09-12,2008-12-08,2009-03-04,2009-06-10
293,GP,F,17,R,LE3,T,3,1,,other,reputation,mother,2,4,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6.0,18,,18,2008-09-08,2008-12-09,2009-03-05,2009-06-03
294,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8.0,14,13.0,14,2008-09-05,2008-12-05,2009-03-03,2009-06-05
295,GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4.0,14,12.0,11,2008-09-08,2008-12-05,2009-03-06,2009-05-31
296,GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,,10,9.0,0,2008-09-14,2008-12-16,2009-03-03,2009-06-05
297,GP,F,18,U,LE3,T,4,3,,other,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10.0,10,8.0,8,2008-09-13,2008-12-03,2009-03-06,2009-06-07
298,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0.0,14,13.0,14,2008-09-12,2008-12-14,2009-03-13,2009-06-02
299,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5.0,16,15.0,16,2008-09-07,2008-12-08,2009-02-27,2009-06-08
300,GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14.0,12,10.0,11,2008-09-11,2008-12-07,2009-03-04,2009-05-31
301,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0.0,11,11.0,10,2008-09-06,2008-12-06,2009-02-27,2009-05-31
302,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0.0,15,12.0,14,2008-09-10,2008-12-06,2009-03-01,2009-06-04
303,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0.0,17,17.0,18,2008-09-09,2008-12-02,2009-02-28,2009-05-27
304,GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20.0,15,14.0,13,2008-09-04,2008-12-04,2009-02-26,2009-05-29
305,GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8.0,14,12.0,12,2008-09-04,2008-11-26,2009-03-06,2009-05-28
306,GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,no,no,,yes,yes,yes,no,no,5,5,3,1,1,5,0.0,17,18.0,18,2008-09-01,2008-11-24,2009-02-18,2009-05-22
307,GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,,8,9.0,8,2008-09-02,2008-11-28,2009-02-23,2009-05-21
308,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0.0,15,12.0,12,2008-09-07,2008-12-08,2009-02-24,2009-05-25
309,GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18.0,12,,10,2008-09-07,2008-12-01,2009-03-04,2009-05-25
310,GP,F,19,U,LE3,T,1,2,services,services,home,other,1,2,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0.0,9,9.0,0,2008-09-03,2008-11-29,2009-02-23,2009-05-28
311,GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20.0,14,12.0,13,2008-09-06,2008-11-25,2009-03-06,2009-05-25
312,GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3.0,13,11.0,11,2008-09-09,2008-11-29,2009-03-06,2009-06-10
313,GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22.0,13,10.0,11,2008-09-04,2008-11-23,2009-03-04,2009-05-25
314,GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14.0,15,13.0,13,2008-09-05,2008-11-25,2009-03-03,2009-06-01
315,GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40.0,13,11.0,11,2008-09-06,2008-12-08,2009-03-01,2009-06-03
316,GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0.0,8,8.0,0,2008-09-08,2008-12-09,2009-03-09,2009-06-02
317,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9.0,9,10.0,9,2008-09-06,2008-12-07,2009-03-02,2009-06-06
318,GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0.0,11,,10,2008-09-11,2008-11-30,2009-03-14,2009-05-30
319,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2.0,11,11.0,11,2008-09-05,2008-11-25,2009-03-08,2009-05-26
320,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,,no,yes,yes,yes,yes,5,2,2,1,2,5,23.0,13,13.0,13,2008-09-07,2008-11-30,2009-03-04,2009-05-28
321,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12.0,11,9.0,9,2008-09-06,2008-12-03,2009-03-05,2009-05-26
322,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3.0,11,11.0,11,2008-09-03,2008-11-27,2009-02-23,2009-05-25
323,GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1.0,12,14.0,15,2008-09-10,2008-12-06,2009-03-11,2009-06-01
324,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0.0,16,,15,2008-09-04,2008-11-25,2009-03-03,2009-06-02
325,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3.0,9,12.0,11,2008-09-05,2008-12-04,2009-03-07,2009-05-27
326,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3.0,14,15.0,16,2008-09-12,2008-12-05,2009-03-05,2009-06-12
327,GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,,11,10.0,10,2008-09-14,2008-12-03,2009-03-14,2009-06-12
328,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7.0,10,,9,2008-09-10,2008-12-10,2009-03-06,2009-06-10
329,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4.0,14,14.0,14,2008-09-13,2008-12-15,2009-03-04,2009-06-01
330,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,,9,8.0,8,2008-09-12,2008-12-01,2009-03-03,2009-06-13
331,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7.0,12,14.0,14,2008-09-07,2008-12-02,2009-03-04,2009-06-03
332,GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0.0,7,0.0,0,2008-09-11,2008-12-12,2009-03-04,2009-06-12
333,GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0.0,8,8.0,0,2008-09-05,2008-12-04,2009-02-23,2009-05-28
334,GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0.0,10,9.0,0,2008-09-07,2008-12-08,2009-03-02,2009-06-08
335,GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16.0,16,15.0,15,2008-09-08,2008-12-03,2009-03-06,2009-06-03
336,GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12.0,14,13.0,13,2008-09-14,2008-12-08,2009-03-07,2009-06-02
337,GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0.0,7,8.0,0,2008-09-12,2008-12-11,2009-03-15,2009-06-05
338,GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7.0,16,15.0,17,2008-09-07,2008-11-28,2009-03-07,2009-05-27
339,GP,F,17,R,GT3,A,3,2,,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4.0,9,10.0,10,2008-09-10,2008-12-02,2009-03-06,2009-06-11
340,GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4.0,11,12.0,11,2008-09-03,2008-12-01,2009-03-06,2009-05-25
341,GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0.0,10,10.0,0,2008-09-12,2008-12-11,2009-03-07,2009-06-02
342,GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11.0,16,15.0,15,2008-09-08,2008-11-28,2009-02-27,2009-06-03
343,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0.0,9,8.0,0,2008-09-08,2008-12-04,2009-02-25,2009-06-01
344,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4.0,11,10.0,10,2008-09-11,2008-12-05,2009-03-14,2009-05-30
345,GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7.0,13,13.0,14,2008-09-09,2008-12-05,2009-03-12,2009-06-08
346,GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9.0,16,15.0,16,2008-09-02,2008-12-05,2009-03-02,2009-06-01
347,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0.0,10,10.0,9,2008-09-05,2008-11-25,2009-02-23,2009-06-03
348,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0.0,13,,15,2008-09-03,2008-12-06,2009-02-24,2009-05-30
349,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10.0,11,13.0,13,2008-09-11,2008-12-06,2009-02-28,2009-06-04
350,MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8.0,8,7.0,8,2008-09-01,2008-12-01,2009-02-18,2009-05-27
351,MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2.0,13,13.0,13,2008-09-03,2008-11-28,2009-02-23,2009-05-28
352,MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7.0,8,7.0,8,2008-09-09,2008-12-02,2009-03-06,2009-05-29
353,MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4.0,8,8.0,8,2008-09-10,2008-12-10,2009-02-27,2009-05-29
354,MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4.0,13,11.0,11,2008-09-08,2008-12-07,2009-03-11,2009-05-29
355,MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0.0,10,9.0,9,2008-09-13,2008-12-04,2009-03-08,2009-06-06
356,MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4.0,12,13.0,13,2008-09-13,2008-12-12,2009-03-05,2009-06-02
357,MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2.0,12,12.0,11,2008-09-02,2008-12-02,2009-02-26,2009-05-21
358,MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4.0,10,10.0,10,2008-09-14,2008-12-08,2009-03-14,2009-06-13
359,MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0.0,18,16.0,16,2008-09-09,2008-12-11,2009-03-02,2009-06-01
360,MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0.0,13,13.0,13,2008-09-09,2008-12-07,2009-02-26,2009-06-04
361,MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2,2,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2.0,13,12.0,12,2008-09-02,2008-11-26,2009-02-19,2009-05-27
362,MS,F,18,U,GT3,T,3,3,,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0.0,11,11.0,10,2008-09-09,2008-11-28,2009-03-10,2009-06-07
363,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0.0,16,15.0,15,2008-09-11,2008-12-10,2009-03-01,2009-06-09
364,MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0.0,12,11.0,12,2008-09-09,2008-12-01,2009-03-07,2009-05-31
365,MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4.0,10,10.0,10,2008-09-02,2008-12-02,2009-02-24,2009-06-01
366,MS,M,18,U,LE3,T,4,4,,services,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0.0,13,13.0,13,2008-09-08,2008-12-04,2009-03-08,2009-05-31
367,MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0.0,7,6.0,0,2008-09-14,2008-12-10,2009-03-03,2009-06-13
368,MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0.0,11,10.0,10,2008-09-11,2008-12-02,2009-03-13,2009-06-04
369,MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10.0,14,12.0,11,2008-09-02,2008-12-01,2009-03-01,2009-05-21
370,MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4.0,7,7.0,9,2008-09-14,2008-12-05,2009-03-09,2009-06-12
371,MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3.0,14,12.0,12,2008-09-14,2008-12-09,2009-03-06,2009-06-01
372,MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8.0,13,11.0,11,2008-09-03,2008-12-04,2009-03-06,2009-06-01
373,MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14.0,6,5.0,5,2008-09-12,2008-12-14,2009-03-05,2009-05-30
374,MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0.0,19,18.0,19,2008-09-06,2008-12-09,2009-03-02,2009-05-27
375,MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2.0,8,8.0,10,2008-09-09,2008-12-12,2009-03-03,2009-06-05
376,MS,F,20,U,GT3,T,4,2,health,other,course,other,2,3,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4.0,15,14.0,15,2008-09-07,2008-12-04,2009-02-27,2009-06-08
